"""1947",1,1239.5,"0"""
"""1947",2,1247.19995,"0"""
"""1947",3,1255,"0"""
"""1947",4,1269.5,"0"""
"""1948",1,1284,"0"""
"""1948",2,1295.69995,"0"""
"""1948",3,1303.80005,"0"""
"""1948",4,1316.40002,"0"""
"""1949",1,1305.30005,"3.733333349"""
"""1949",2,1302,"3.666666667"""
"""1949",3,1312.59998,"3.766666651"""
"""1949",4,1301.90002,"3.833333333"""
"""1950",1,1350.90002,"4.666666667"""
"""1950",2,1393.5,"5.866666635"""
"""1950",3,1445.19995,"6.699999968"""
"""1950",4,1484.5,"6.966666698"""
"""1951",1,1504.09998,"6.400000095"""
"""1951",2,1548.30005,"5.566666762"""
"""1951",3,1585.40002,"4.633333365"""
"""1951",4,1596,"4.23333327"""
"""1952",1,1607.69995,"3.500000079"""
"""1952",2,1612.09998,"3.099999984"""
"""1952",3,1621.90002,"3.166666587"""
"""1952",4,1657.80005,"3.366666635"""
"""1953",1,1687.30005,"3.066666683"""
"""1953",2,1695.30005,"2.966666698"""
"""1953",3,1687.90002,"3.233333349"""
"""1953",4,1671.19995,"2.833333333"""
"""1954",1,1660.80005,"2.699999968"""
"""1954",2,1658.40002,"2.566666683"""
"""1954",3,1677.69995,"2.733333349"""
"""1954",4,1698.30005,"3.699999968"""
"""1955",1,1742.5,"5.266666571"""
"""1955",2,1758.59998,"5.800000032"""
"""1955",3,1778.19995,"5.966666698"""
"""1955",4,1793.90002,"5.333333333"""
"""1956",1,1787,"4.73333327"""
"""1956",2,1798.5,"4.399999936"""
"""1956",3,1802.19995,"4.099999905"""
"""1956",4,1826.59998,"4.23333327"""
"""1957",1,1836.40002,"4.033333302"""
"""1957",2,1834.80005,"4.200000127"""
"""1957",3,1851.19995,"4.133333365"""
"""1957",4,1830.5,"4.133333365"""
"""1958",1,1790.09998,"3.933333317"""
"""1958",2,1804.40002,"4.100000064"""
"""1958",3,1840.90002,"4.23333327"""
"""1958",4,1880.90002,"4.933333238"""
"""1959",1,1904.90002,"6.300000032"""
"""1959",2,1937.5,"7.366666794"""
"""1959",3,1930.80005,"7.333333333"""
"""1959",4,1941.90002,"6.366666476"""
"""1960",1,1976.90002,"5.833333333"""
"""1960",2,1971.69995,"5.099999905"""
"""1960",3,1973.69995,"5.266666571"""
"""1960",4,1961.09998,"5.600000064"""
"""1961",1,1977.40002,"5.133333365"""
"""1961",2,2006,"5.23333327"""
"""1961",3,2035.19995,"5.533333302"""
"""1961",4,2076.5,"6.266666571"""
"""1962",1,2103.80005,"6.800000032"""
"""1962",2,2125.69995,"7"""
"""1962",3,2142.6001,"6.766666571"""
"""1962",4,2140.19995,"6.199999968"""
"""1963",1,2170.8999,"5.633333365"""
"""1963",2,2199.5,"5.533333302"""
"""1963",3,2237.6001,"5.566666603"""
"""1963",4,2254.5,"5.533333302"""
"""1964",1,2311.1001,"5.766666571"""
"""1964",2,2329.8999,"5.73333327"""
"""1964",3,2357.3999,"5.5"""
"""1964",4,2364,"5.566666603"""
"""1965",1,2410.1001,"5.466666698"""
"""1965",2,2442.80005,"5.199999968"""
"""1965",3,2485.5,"5"""
"""1965",4,2543.80005,"4.966666698"""
"""1966",1,2596.80005,"4.899999936"""
"""1966",2,2601.3999,"4.666666667"""
"""1966",3,2626.1001,"4.366666794"""
"""1966",4,2640.5,"4.099999905"""
"""1967",1,2657.19995,"3.866666635"""
"""1967",2,2669,"3.833333333"""
"""1967",3,2699.5,"3.766666651"""
"""1967",4,2715.1001,"3.699999968"""
"""1968",1,2752.1001,"3.833333333"""
"""1968",2,2796.8999,"3.833333333"""
"""1968",3,2816.80005,"3.799999952"""
"""1968",4,2821.69995,"3.900000016"""
"""1969",1,2864.6001,"3.733333349"""
"""1969",2,2867.80005,"3.566666683"""
"""1969",3,2884.5,"3.533333381"""
"""1969",4,2875.1001,"3.400000095"""
"""1970",1,2867.80005,"3.400000095"""
"""1970",2,2859.5,"3.433333397"""
"""1970",3,2895,"3.566666683"""
"""1970",4,2873.30005,"3.566666683"""
"""1971",1,2939.8999,"4.166666667"""
"""1971",2,2944.19995,"4.76666673"""
"""1971",3,2962.30005,"5.166666667"""
"""1971",4,2977.30005,"5.833333333"""
"""1972",1,3037.30005,"5.933333397"""
"""1972",2,3089.69995,"5.900000095"""
"""1972",3,3125.80005,"6.033333302"""
"""1972",4,3175.5,"5.933333397"""
"""1973",1,3253.30005,"5.76666673"""
"""1973",2,3267.6001,"5.699999809"""
"""1973",3,3264.30005,"5.566666603"""
"""1973",4,3289.1001,"5.366666635"""
"""1974",1,3259.3999,"4.933333397"""
"""1974",2,3267.6001,"4.933333397"""
"""1974",3,3239.1001,"4.800000191"""
"""1974",4,3226.3999,"4.76666673"""
"""1975",1,3154,"5.133333206"""
"""1975",2,3190.3999,"5.199999968"""
"""1975",3,3249.8999,"5.633333365"""
"""1975",4,3292.5,"6.599999905"""
"""1976",1,3356.69995,"8.266667048"""
"""1976",2,3369.19995,"8.866666794"""
"""1976",3,3381,"8.46666654"""
"""1976",4,3416.30005,"8.299999873"""
"""1977",1,3466.3999,"7.73333327"""
"""1977",2,3525,"7.566666603"""
"""1977",3,3574.3999,"7.733333429"""
"""1977",4,3567.19995,"7.76666673"""
"""1978",1,3591.80005,"7.5"""
"""1978",2,3707,"7.133333206"""
"""1978",3,3735.6001,"6.900000095"""
"""1978",4,3779.6001,"6.666666826"""
"""1979",1,3780.80005,"6.333333492"""
"""1979",2,3784.30005,"6"""
"""1979",3,3807.5,"6.033333302"""
"""1979",4,3814.6001,"5.900000095"""
"""1980",1,3830.80005,"5.866666794"""
"""1980",2,3732.6001,"5.699999968"""
"""1980",3,3733.5,"5.866666635"""
"""1980",4,3808.5,"5.966666698"""
"""1981",1,3860.5,"6.300000191"""
"""1981",2,3844.3999,"7.333333333"""
"""1981",3,3864.5,"7.666666667"""
"""1981",4,3803.1001,"7.399999936"""
"""1982",1,3756.1001,"7.433333397"""
"""1982",2,3771.1001,"7.399999936"""
"""1982",3,3754.3999,"7.399999936"""
"""1982",4,3759.6001,"8.233333429"""
"""1983",1,3783.5,"8.833333333"""
"""1983",2,3886.5,"9.433333397"""
"""1983",3,3944.3999,"9.900000254"""
"""1983",4,4012.1001,"10.66666667"""
"""1984",1,4089.5,"10.36666648"""
"""1984",2,4144,"10.13333352"""
"""1984",3,4166.3999,"9.366666476"""
"""1984",4,4194.2002,"8.53333346"""
"""1985",1,4221.7998,"7.866666794"""
"""1985",2,4254.7998,"7.433333238"""
"""1985",3,4309,"7.433333397"""
"""1985",4,4333.5,"7.300000032"""
"""1986",1,4390.5,"7.23333327"""
"""1986",2,4387.7002,"7.300000032"""
"""1986",3,4412.6001,"7.199999968"""
"""1986",4,4427.1001,"7.033333302"""
"""1987",1,4460,"7.033333143"""
"""1987",2,4515.2998,"7.166666508"""
"""1987",3,4559.2998,"6.966666698"""
"""1987",4,4625.5,"6.833333333"""
"""1988",1,4655.2998,"6.599999905"""
"""1988",2,4704.7998,"6.26666673"""
"""1988",3,4734.5,"6"""
"""1988",4,4779.7002,"5.833333333"""
"""1989",1,4817.6001,"5.699999809"""
"""1989",2,4839,"5.466666698"""
"""1989",3,4839,"5.466666698"""
"""1989",4,4856.7002,"5.333333492"""
"""1990",1,4898.2998,"5.199999968"""
